MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0.0741840090941493,3,-0.23198114007363502,-0.20451232458629334,1,3,3,0,4,0,5,2,2,0,5,0.6453525941314207,-0.5084011288489756,1.053240673121445,0.8814686802043985,1,1,12,13,1,0.5093156481710405,2,4,2,2,3,3,2,0.5708519775875347,5,-0.2885530915967709,-0.9430619023281231,-0.4597351903258217,1,0,1,4,-0.7893202643025057,1.1550508109056152,-0.11981105288959319,0.36498191402032387,1.1128028245194517,-0.24320889844284752,0.7866621768121209,1.2257433006161984,0.15554805957266768,-0.21069387660807015,2,0.9068528814663129,6,-0.9487552148347388,5,1,1.021061933570857,1,0.31069907989710727,0.35017026355945896,4,4,2,-0.7593903502744057,0.21390463960506959,-0.35658004502459306,-0.11583509282797985,-0.26897437834462246,-0.06528716096265523,-0.08676699973462873,-1.598857085352855,0.14519696860569006,8,4,0.3430065352244312
-0.8721268130635637,3,0.441380390419185,-0.0911503501820728,1,3,3,0,2,0,24,1,2,0,2,-0.0762876868462064,2.1842656317635063,0.15771246734978958,-0.4249228552485025,1,1,8,8,2,-0.5712592291330848,3,4,1,2,3,1,0,1.1649417906956725,5,-0.2885530915967709,-0.6409770458474537,0.45957345411110756,1,0,1,4,0.25429854348339775,-0.7965426374035717,-0.11981105288959319,-0.48421312128991956,-0.8129375392966576,3.909138148142354,0.7866621768121209,-0.7650230808950287,0.15554805957266768,-0.21069387660807015,3,-0.3245671321639863,6,0.5993302172965366,4,1,-0.10476309124887162,1,0.31069907989710727,-0.06254356472452981,4,4,2,1.6482032855706146,-0.6990117133321089,-0.35658004502459306,-0.11583509282797985,-0.26897437834462246,-0.06528716096265523,-0.08676699973462873,-0.4889067120500465,-0.6076762019426368,8,4,0.00519010263953372
0.0741840090941493,3,-0.09730883397507104,0.07149943918050448,1,0,3,0,4,0,5,2,2,0,5,0.6453525941314207,-0.5084011288489756,0.9869052504716926,0.8330838085209576,1,1,12,13,1,0.3218689857815493,2,4,2,2,3,2,2,0.09033815816183485,5,-0.2885530915967709,-0.30282235575715205,-0.3148195419416752,1,0,1,4,-0.6248089251441367,1.1824736696640583,-0.11981105288959319,0.509041786081883,1.1128028245194517,-0.24320889844284752,0.7866621768121209,1.2257433006161984,0.15554805957266768,-0.21069387660807015,2,-0.3245671321639863,6,0.5993302172965366,4,1,0.9376674872879142,1,0.31069907989710727,0.6315660555712695,4,4,2,-0.7593903502744057,-0.07044635557208435,-0.35658004502459306,-0.11583509282797985,-0.26897437834462246,-0.06528716096265523,-0.08676699973462873,0.9910271190203649,0.14519696860569006,8,4,0.5306823311049298
0.3107617146335775,3,-0.4564349835712417,-0.09607913167790848,1,0,3,0,0,0,6,2,2,0,5,0.6453525941314207,-0.5084011288489756,-1.865517923467654,-0.7152320853491472,1,1,13,15,2,-0.5712592291330848,3,4,0,3,1,3,0,-0.49938334749697855,5,-0.2885530915967709,-0.06385970809333885,-0.6861658909260506,1,2,1,4,-0.5194188484958064,0.9310974643783315,-0.11981105288959319,0.3782505864470464,1.1128028245194517,-0.24320889844284752,-1.0217566204571222,-0.7650230808950287,0.15554805957266768,-0.21069387660807015,2,0.29114287465116334,6,0.5993302172965366,2,5,0.8125758178634999,2,1.6490951163769534,0.7910236710446288,4,4,2,-0.7593903502744057,-0.17520724853208844,4.101255842873143,-0.11583509282797985,-0.26897437834462246,-0.06528716096265523,-0.08676699973462873,-1.598857085352855,-1.3605493724909639,8,0,-0.514046265963179
0.0741840090941493,3,0.6209434652172703,0.36821208522981214,1,0,3,0,2,0,15,2,2,0,5,1.3669928751090477,-0.5084011288489756,0.9537375391468166,0.7363140651540762,1,1,12,13,1,1.3583387660528532,2,4,2,2,3,0,2,0.4594601376297588,5,-0.2885530915967709,-0.17657793812343942,0.19464953440883975,1,0,1,4,-0.04644874841549559,1.6098132186497935,-0.11981105288959319,1.2899979346261248,1.1128028245194517,-0.24320889844284752,0.7866621768121209,1.2257433006161984,1.3789597640767948,-0.21069387660807015,2,1.5225628882814626,6,0.5993302172965366,4,1,0.8959702641464428,1,1.6490951163769534,1.7008700652161495,4,4,2,0.7918109184579564,0.5581190021879402,-0.35658004502459306,-0.11583509282797985,-0.26897437834462246,-0.06528716096265523,-0.08676699973462873,2.100977492323173,0.14519696860569006,8,4,0.862242903827144
-0.16239369644527893,3,0.6658342339167916,0.3539186188918887,1,0,3,0,4,0,11,2,2,0,0,-0.7979279678238334,-0.5084011288489756,0.7215635598726837,0.49438970673687227,1,1,12,13,2,-0.5712592291330848,3,4,5,2,3,3,2,0.6276399744287537,5,-0.2885530915967709,-1.1369372579798962,-0.5955936106859591,1,0,1,4,-0.9435496447634766,0.49690220070298546,-0.11981105288959319,-0.2946606580510259,1.1128028245194517,-0.24320889844284752,-1.0217566204571222,1.2257433006161984,-2.2912753494355864,-0.21069387660807015,3,-0.9402771389791359,6,-0.9487552148347388,4,1,0.6040897021561427,2,0.31069907989710727,0.03125503261274037,4,4,2,-0.43622341928849695,-0.2500364577892342,-0.35658004502459306,10.986886684436671,-0.26897437834462246,-0.06528716096265523,1.3073317598144443,1.3610105767879677,0.898070139154017,8,4,-0.47651110678707936
-0.8721268130635637,3,0.2169265469215783,-0.04343974530238347,1,3,3,0,4,0,21,2,2,0,2,1.3669928751090477,-0.5084011288489756,1.086408384446321,0.97823842357128,1,1,12,13,3,0.45418427688001367,2,4,2,0,3,0,2,2.0189458970386207,5,-0.2885530915967709,-0.5665830140275874,1.419639624656078,1,0,1,4,1.3647500828023886,-0.7965426374035717,-0.11981105288959319,0.33465351990210085,1.1128028245194517,-0.24320889844284752,0.7866621768121209,-0.7650230808950287,0.15554805957266768,-0.21069387660807015,2,0.29114287465116334,6,0.5993302172965366,2,1,1.0627591567123285,1,0.31069907989710727,0.7628840918434477,4,4,2,1.3007988347607626,0.15404127219935299,-0.35658004502459306,-0.11583509282797985,-0.26897437834462246,-0.06528716096265523,-0.08676699973462873,0.621043661252762,-0.6076762019426368,8,4,1.5754109281730386
0.0741840090941493,3,-6.379361920426353e-16,-0.014064207587202839,1,0,3,0,0,0,14,4,2,0,5,0.6453525941314207,0.38915445802185167,0.05820933337516122,-0.5700774702988248,1,1,6,6,3,0.7518936818515584,3,4,1,2,3,2,0,0.9050274974608622,1,-0.08812239709105224,-0.7942738386883904,0.10860586818075278,1,0,1,4,-0.14412735604077717,1.4498465425588767,-0.11981105288959319,1.0852812743281195,1.1128028245194517,-0.24320889844284752,0.7866621768121209,1.2257433006161984,0.15554805957266768,-0.21069387660807015,3,0.29114287465116334,6,2.1474156494278116,4,1,-0.22985476067328592,1,0.31069907989710727,0.0500147520801944,4,4,2,1.1392153692678082,2.3540200243594387,3.3801353315955676,-0.11583509282797985,-0.26897437834462246,-0.06528716096265523,0.6102823800399078,1.7309940345555705,0.898070139154017,8,4,0.23665691755881532
-0.16239369644527893,4,-0.8604519018669337,-0.43419354229223583,1,3,3,0,4,0,17,0,2,0,0,0.6453525941314207,-0.5084011288489756,-1.334834542269636,-1.6829295190179627,1,1,3,15,2,-0.5712592291330848,3,4,0,3,3,3,5,-0.9711605520240293,5,-0.2885530915967709,0.8649385073546898,-0.242361717749602,1,2,1,1,-0.362618978360486,0.9219565114588505,-0.11981105288959319,0.48629549049321574,-0.8129375392966576,-0.24320889844284752,0.7866621768121209,-0.7650230808950287,-1.0678636449314594,4.327328081104204,3,0.9068528814663129,2,2.1474156494278116,4,5,-1.981138132615086,2,0.31069907989710727,-0.025024125789621737,1,4,2,-0.032264755556111,-0.6990117133321089,3.0031859734277444,-0.11583509282797985,-0.26897437834462246,-0.06528716096265523,-0.08676699973462873,-0.8588901698176493,0.14519696860569006,8,0,-0.6404146351893815
3.1496941811067165,3,-0.905342670566455,-0.30604522340050827,1,3,3,0,0,0,3,0,0,1,1,-0.7979279678238334,0.38915445802185167,-1.069492851670627,-1.6829295190179627,1,1,8,8,2,-0.5712592291330848,3,4,0,3,3,3,2,0.887554267663564,5,-0.2885530915967709,-0.9656055483341434,-0.1540537445155127,1,0,1,4,-0.22124204627126265,-0.7965426374035717,-0.11981105288959319,-0.8348851782818727,1.1128028245194517,-0.24320889844284752,-1.0217566204571222,-0.7650230808950287,-1.0678636449314594,4.327328081104204,3,-0.9402771389791359,6,2.1474156494278116,4,1,-1.6475603474833145,1,-1.027696956582739,-1.2584756807747246,2,4,2,-0.7593903502744057,-0.6391483459263922,-0.35658004502459306,-0.11583509282797985,-0.26897437834462246,-0.06528716096265523,-0.08676699973462873,-1.9688405431204579,0.14519696860569006,8,4,-0.7893040999212436
